Maintaining Region,Owning Region,County,Municipality,Device Number,Main Route,Intersecting Route,Location,Device Type,Device Purpose,Device Priority,Maintenance Responsibility,Latitude (UTM Y [Meters]),Longitude (UTM X [Meters])
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-22A,NY 013,Cascadilla St,NY 13 (FULTON ST) @ CASCADILLA ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4700205.39,375814.9
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-23A,NY 013,Court St,NY 13 (FULTON ST) @ COURT ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699985.8,375757.73
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-24A,NY 013,Buffalo St,NY 13 (FULTON ST) @ BUFFALO ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699834.28,375758.93
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-25,NY 013,NY 013A,NY 13 @ NY 13A,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4696945.13,373964
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-25A,NY 013,NY 079,NY 13 (FULTON ST) @ NY 79 (SENECA ST),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699742.62,375763.66
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-26A,NY 013,State St,NY 13 (FULTON ST) @ STATE ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699647.73,375768.11
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-27A,NY 013,W Seneca St,"NY 13,34,96 (MEADOW ST) @ NY 79 (W SENECA ST)",3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699548.06,375946.34
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-36AP,NY 013,Topps / Hollywood,"NY 13,34,96 (MEADOW ST) @ TOPS & HOLLYWOOD",3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4698785.16,375936.38
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-37AP,NY 013,Fairground Memorial Parkway,NY 13 @ FRGRND MEM PKWY (S MEADOW SQR),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4698651.81,375939.49
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-5A,NY 013,NY 079,"NY 13,34 (MEADOW ST) @ NY 79 (SENECA ST)",3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699745.83,375939.73
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-6A,NY 013,State St,"NY 13,34,79,96 (MEADOW ST) @ STATE ST",3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699658.04,375943.7
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-10A,NY 013,Elmira Rd,"NY 13,34,96 (MEADOW ST) @ ELMIRA RD",3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4698454.46,375941.6
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-11.1A,NY 013,Clinton-Titus Ave,"NY 13,34,96 (MEADOW ST) @ CLINTON-TITUS AVE",3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699253.29,375951.38
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-33ASB,NY 013,Seneca St,NY 13 (FULTON ST) N OF SENECA ST,BEACON,RAILROAD CROSSING,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699784.12,375769.01
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-34ASB,NY 013,Seneca St,NY 13 (FULTON ST) N OF STATE ST,BEACON,RAILROAD CROSSING,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699678.36,375782.21
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-32ASB,NY 013,Buffalo St,NY 13 (FULTON ST) N OF BUFFALO ST,BEACON,RAILROAD CROSSING,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699900.88,375761.49
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-11AM,NY 013,NY 096B,NY 13 - ITHACA NORTH CLOSED LOOP SYSTEM,MASTER,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699363.95,375949.7
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-36AM,NY 013,Topps / Hollywood,NY 13 - ITHACA SOUTH CLOSED LOOP SYSTEM,MASTER,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4698785.16,375936.38
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-4A,NY 079,Albany St,NY 79 (SENECA ST) @ ALBANY ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699760.3,376483.51
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-8A,NY 079,Cayuga St,NY 79 (GREEN ST) @ CAYUGA ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699570.69,376713.19
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-7A,NY 079,Albany St,NY 79 (GREEN ST) @ ALBANY ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699565.71,376492.78
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-3A,NY 079,Cayuga St,NY 79 (SENECA ST) @ CAYUGA ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699766.46,376705.24
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-2A,NY 079,Tioga St,NY 79 (SENECA ST) @ TIOGA ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699766.17,376888.91
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-20A,NY 079,S Plain St,NY 79 (GREEN ST) @ S PLAIN ST,3-COLOR SIGNAL,EMERGENCY,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699758.96,376304.76
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-1A,NY 079,Aurora St,NY 79 (SENECA ST) @ AURORA ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699770.84,376984.45
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-14A,NY 079,Seneca St,NY 79 (GREEN ST & STATE ST) @ SENECA ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699559.11,376309.42
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-9A,NY 079,Tioga St,NY 79 (GREEN ST) @ TIOGA ST,3-COLOR SIGNAL,PEDESTRIAN,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699572.52,376896.22
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-35ASB,NY 079,Tuning Fork,NY 79 E OF TUNING FORK,BEACON,SIGN,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699647,377254
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-30A,NY 079E,Taughannock Blvd,NY 79 (W STATE ST) @ TAUGHANNOCK BLVD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699685.73,375621.61
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-29A,NY 079W,Taughannock Blvd,NY 79 (SENECA ST) @ TAUGHANNOCK BLVD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699739,375628.18
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-28A,NY 089,NY 096,NY 89 (TAUGHANNOCK) @ NY 96 (BUFFALO),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699839.27,375606.42
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-CITY,03-36-31A,NY 096,Park Rd,NY 96 @ PARK RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4699931.09,375379.68
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-TOWN,03-36-27SB,NY 079,Pine Tree Rd,NY 79 W OF PINE TREE RD,BEACON,SIGN,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4699328.53,379389.21
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-TOWN,03-36-25SB,NY 079,Rachel Carson Way,NY 79 W OF RACHEL CARSON WAY,BEACON,SIGN,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4700692.64,373363.03
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-TOWN,03-36-26,NY 079,Pine Tree Rd,NY 79 @ PINE TREE RD,FLASHER,STANDARD,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4697733.56,379752.66
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-TOWN,03-36-19,NY 096,Tompkins Community Hospital,NY 96 @ TOMPKINS COMMUNITY HOSPITAL,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4702725.54,373414.51
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-TOWN,03-36-26SB,NY 096,Bundy Rd,NY 96 N OF BUNDY RD,BEACON,SIGN,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4702721.61,373438.82
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-TOWN,03-36-10P,NY 096B,National Cash Register Co,NY 96B @ NATIONAL CASH REGISTER CO,3-COLOR SIGNAL,STANDARD,NO RESPONSE,PRIVATE ( PERMIT ),4697911.74,376566.65
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-TOWN,03-36-24,NY 096B,West King Rd,NY 96B @ E & W KING RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4696164.84,376317.61
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-TOWN,03-36-14P,NY 096B,Ithaca College,NY 96B @ NCR ITHACA COLLEGE,3-COLOR SIGNAL,STANDARD,NO RESPONSE,PRIVATE ( PERMIT ),4697712.59,376497.52
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-TOWN,03-36-1SB,NY 096B,National Cash Register Co,NY 96B N OF NCR SCHOOL,BEACON,SCHOOL,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4697979.29,376595.5
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-TOWN,03-36-7000,NY 096B,West King Rd,KING RD E OF NY 96B,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4696132.01,376422.22
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-TOWN,03-36-28,NY 366,Caldwell Rd,NY 366 @ CALDWELL RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4700393.91,379851.94
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-TOWN,03-36-8,NY 366,Pine Tree Rd,NY 366 @ PINE TREE RD,FLASHER,STANDARD,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4700070.27,379082.66
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-TOWN,03-36-9,NY 366,Judd Falls Rd N,NY 366 @ JUDD FALLS RD,FLASHER,STANDARD,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4700102.77,379217.2
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-TOWN,03-36-29SBP,NY 930F,Boynton Middle School,NY 930F (EAST SHORE) N OF BOYNTON MIDDLE SCHOOL,BEACON,SCHOOL,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4702178.49,376836.47
03-Syracuse,03-Syracuse,TOMPKINS,ITHACA-TOWN,03-36-28SBP,NY 930F,Boynton Middle School,NY 930F (EAST SHORE) S OF BOYNTON MIDDLE SCHOOL,BEACON,SCHOOL,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4701880.19,376938.59
03-Syracuse,03-Syracuse,TOMPKINS,LANSING-TOWN,03-36-11,NY 013,Warren Rd,NY 13 @ WARREN RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4704397.03,379379.61
03-Syracuse,03-Syracuse,TOMPKINS,LANSING-TOWN,03-36-12M,NY 013,Triphammer Rd,TRIPHAMMER - SEVANNA CLOSED LOOP SYSTEM,MASTER,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4704213.03,378061.24
03-Syracuse,03-Syracuse,TOMPKINS,LANSING-TOWN,03-36-12,NY 013 NB,Triphammer Rd,NY 13 NB @ TRIPHAMMER RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4704213.03,378061.24
03-Syracuse,03-Syracuse,TOMPKINS,LANSING-TOWN,03-36-13,NY 013 SB,Triphammer Rd,NY 13 SB @ TRIPHAMMER RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4704322.44,378027.22
03-Syracuse,03-Syracuse,TOMPKINS,LANSING-TOWN,03-36-18,NY 034,NY 034B,NY 34 @ NY 34B (SOUTH LANSING),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4710617.44,376311.08
03-Syracuse,03-Syracuse,TOMPKINS,LANSING-TOWN,03-36-30SB,NY 034,Waterwagon Rd,NY 34 N OF WATERWAGON RD,BEACON,SIGN,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4708744,376810
03-Syracuse,03-Syracuse,TOMPKINS,LANSING-TOWN,03-36-2SB,NY 034,NY 034B,NY 34 S OF NY 34B,BEACON,SIGN,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4710372.05,376368.33
03-Syracuse,03-Syracuse,TOMPKINS,LANSING-TOWN,03-36-9SBP,NY 034B,Lansing School,NY 34B S OF LANSING SCHOOL,BEACON,SCHOOL,NO RESPONSE,LOCAL PUBLIC BODY ( PERMIT ),4711216,374342
03-Syracuse,03-Syracuse,TOMPKINS,LANSING-TOWN,03-36-10SBP,NY 034B,Lansing School,NY 34B N OF LANSING SCHOOL,BEACON,SCHOOL,NO RESPONSE,LOCAL PUBLIC BODY ( PERMIT ),4711409,373460
03-Syracuse,03-Syracuse,TOMPKINS,LANSING-TOWN,03-36-15,NY 034B,Triphammer Rd,NY 34B @ TRIPHAMMER RD,FLASHER,STANDARD,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4710660.38,377441.32
03-Syracuse,03-Syracuse,TOMPKINS,LANSING-TOWN,03-36-31,Pyramid Dr,Topps / Ramada Inn Driveway,PYRAMID DR @ TOPS & RAMADA DRIVEWAY,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4704427.74,377829
03-Syracuse,03-Syracuse,TOMPKINS,LANSING-TOWN,03-36-30,Triphammer Rd,Pyramid Dr,TRIPHAMMER RD @ PYRAMID DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4704465.8,377935.89
03-Syracuse,03-Syracuse,TOMPKINS,LANSING-TOWN,03-36-29,Triphammer Rd,Savanna Park,TRIPHAMMER RD @ SEVANNA PARK & TRIPHAMMER MALL,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4704018.7,378141.13
03-Syracuse,03-Syracuse,TOMPKINS,NEWFIELD-TOWN,03-36-3SB,NY 013,Leslo Ln,NY 13 S OF LESLO LN,BEACON,SIGN,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4692735.82,370390.63
03-Syracuse,03-Syracuse,TOMPKINS,TRUMANSBURG-VILLAGE,03-36-17SBP,NY 096,Trumansburg School,NY 96 S OF TRUMANSBURG SCHOOL,BEACON,SCHOOL,NO RESPONSE,LOCAL PUBLIC BODY ( PERMIT ),4710912,364383
03-Syracuse,03-Syracuse,TOMPKINS,TRUMANSBURG-VILLAGE,03-36-18SBP,NY 096,Trumansburg School,NY 96 N OF TRUMANSBURG SCHOOL,BEACON,SCHOOL,NO RESPONSE,LOCAL PUBLIC BODY ( PERMIT ),4711066,364081
03-Syracuse,03-Syracuse,TOMPKINS,ULYSSES-TOWN,03-36-32,NY 096,Perry City Rd,NY 96 @ PERRY CITY RD,FLASHER,STANDARD,SELECTIVE RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4706060.08,368846.04
08-Poughkeepsie,08-Poughkeepsie,ULSTER,ELLENVILLE-VILLAGE,08-86-68,NY 052,Church St,RT 52 (CENTER ST) @ CHURCH ST,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4618275.16,550638.43
08-Poughkeepsie,08-Poughkeepsie,ULSTER,ELLENVILLE-VILLAGE,08-86-69,NY 052,Market St,RT 52 (CENTER ST) @ MARKET ST,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4618438.3,550405.04
08-Poughkeepsie,08-Poughkeepsie,ULSTER,ELLENVILLE-VILLAGE,08-86-70,NY 052,,RT 52 (CANAL ST) @ MARKET & LIBERTY STS,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4618505.22,550468.64
08-Poughkeepsie,08-Poughkeepsie,ULSTER,ELLENVILLE-VILLAGE,08-86-15,US 209,NY 052,RT 209 MAIN ST @ RT 52 CANAL ST,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4618596.5,550316.81
08-Poughkeepsie,08-Poughkeepsie,ULSTER,ELLENVILLE-VILLAGE,08-86-102,US 209,Washington Ave,RT 209 @ WASHINGTON AVE,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4619186.9,550669.07
08-Poughkeepsie,08-Poughkeepsie,ULSTER,ELLENVILLE-VILLAGE,08-86-154,US 209,Maple Ave,RT 209 @ MAPLE AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4618737,550420
08-Poughkeepsie,08-Poughkeepsie,ULSTER,ELLENVILLE-VILLAGE,08-86-14,US 209,Center St,RT 209 MAIN ST @ CENTER ST,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4618531.86,550271.2
08-Poughkeepsie,08-Poughkeepsie,ULSTER,ELLENVILLE-VILLAGE,08-86-140PS,US 209,Shrade Ct,RT 209 @ SHRADE COURT (Bagged),3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4619347.78,550805.92
08-Poughkeepsie,08-Poughkeepsie,ULSTER,ESOPUS-TOWN,08-86-65.1SIP,NY 213,,RT 213 WB; RM 1196; NORTH OF MAPLE AVE,BEACON,SIGN,FULL RESPONSE 1,LOCAL PUBLIC BODY ( PERMIT ),4632304.83,579774.65
08-Poughkeepsie,08-Poughkeepsie,ULSTER,ESOPUS-TOWN,08-86-65SIP,NY 213,,RT 213 EB; RM 1195; SOUTH OF MAPLE AVE,BEACON,SIGN,FULL RESPONSE 1,LOCAL PUBLIC BODY ( PERMIT ),4632178.92,579565.39
08-Poughkeepsie,08-Poughkeepsie,ULSTER,ESOPUS-TOWN,08-86-56,US 009W,Old Broadway,RT 9W @ OLD 9W/WURTS ST & NORTH BROADWAY,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4640508.81,584808.93
08-Poughkeepsie,08-Poughkeepsie,ULSTER,ESOPUS-TOWN,08-86-22,US 009W,Salem Ave,RT 9W BROADWAY @ SALEM AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4639928.92,584881.01
08-Poughkeepsie,08-Poughkeepsie,ULSTER,GARDINER-TOWN,08-86-72.1SI,NY 032,,"RT 32 N OF JENKESTOWN RD, FLASHER BEACON W/SIGN",BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4616748.02,574784.14
